date,open,close,high,low,volume,code
2020-01-02,3.67,3.67,3.71,3.65,7967395.0,601179
2020-01-03,3.67,3.66,3.69,3.64,6340529.0,601179
2020-01-06,3.63,3.69,3.74,3.63,11961055.0,601179
2020-01-07,3.68,3.73,3.75,3.68,7192838.0,601179
2020-01-08,3.66,3.66,3.66,3.66,6166600.0,601179
2020-01-09,3.68,3.68,3.71,3.66,4842223.0,601179
2020-01-10,3.69,3.63,3.7,3.61,5603939.0,601179
2020-01-13,3.73,3.73,3.73,3.73,9030080.0,601179
2020-01-14,3.71,3.71,3.71,3.71,6256800.0,601179
2020-01-15,3.71,3.64,3.71,3.64,5154900.0,601179
2020-01-16,3.66,3.64,3.67,3.62,4703271.0,601179
2020-01-17,3.63,3.61,3.67,3.6,5535957.0,601179
2020-01-20,3.61,3.65,3.66,3.61,6446620.0,601179
2020-01-21,3.65,3.59,3.67,3.56,8353222.0,601179
2020-01-22,3.59,3.64,3.64,3.54,5804240.0,601179
2020-01-23,3.62,3.52,3.63,3.49,9843460.0,601179
2020-02-03,3.2,3.17,3.2,3.17,6559712.0,601179
2020-02-04,3.09,3.13,3.16,3.03,17398914.0,601179
2020-02-05,3.15,3.17,3.2,3.13,10669783.0,601179
2020-02-06,3.18,3.21,3.23,3.15,11055800.0,601179
2020-02-07,3.21,3.18,3.21,3.15,10006793.0,601179
2020-02-10,3.19,3.22,3.25,3.17,14264701.0,601179
2020-02-11,3.23,3.24,3.27,3.23,9765984.0,601179
2020-02-12,3.25,3.27,3.28,3.24,7128164.0,601179
2020-02-13,3.27,3.24,3.28,3.22,7657280.0,601179
2020-02-14,3.24,3.23,3.26,3.2,7806339.0,601179
2020-02-17,3.23,3.3,3.31,3.23,11372586.0,601179
2020-02-18,3.3,3.32,3.33,3.29,10815200.0,601179
2020-02-19,3.32,3.33,3.35,3.29,9018557.0,601179
2020-02-20,3.33,3.37,3.38,3.3,8576439.0,601179
2020-02-21,3.37,3.37,3.39,3.33,11961730.0,601179
2020-02-24,3.35,3.35,3.37,3.3,13199924.0,601179
2020-02-25,3.29,3.31,3.33,3.26,14953944.0,601179
2020-02-26,3.29,3.39,3.42,3.26,21498994.0,601179
2020-02-27,3.38,3.45,3.48,3.36,20530633.0,601179
2020-02-28,3.37,3.31,3.45,3.3,18646898.0,601179
2020-03-02,3.31,3.49,3.59,3.31,27716683.0,601179
2020-03-03,3.55,3.46,3.58,3.43,22441535.0,601179
2020-03-04,3.43,3.46,3.46,3.4,14318773.0,601179
2020-03-05,3.55,3.81,3.81,3.55,46031834.0,601179
2020-03-06,3.99,4.19,4.19,3.89,90106404.0,601179
2020-03-09,4.28,4.42,4.58,4.08,163784605.0,601179
2020-03-10,4.16,4.32,4.44,3.98,123827143.0,601179
2020-03-11,4.24,4.2,4.48,4.12,84927309.0,601179
2020-03-12,4.05,4.0,4.18,3.98,56401531.0,601179
2020-03-13,3.82,4.4,4.4,3.81,99284252.0,601179
2020-03-16,4.6,4.54,4.83,4.47,188858604.0,601179
2020-03-17,4.53,4.99,4.99,4.53,133831893.0,601179
2020-03-18,5.2,5.41,5.49,4.96,299052484.0,601179
2020-03-19,5.18,5.13,5.44,4.87,203548709.0,601179
2020-03-20,5.11,4.76,5.12,4.72,138987017.0,601179
2020-03-23,4.54,4.77,5.06,4.42,124185102.0,601179
2020-03-24,4.86,4.65,4.92,4.41,110291713.0,601179
2020-03-25,4.76,4.67,4.76,4.54,87053982.0,601179
2020-03-26,4.54,4.45,4.59,4.39,86563739.0,601179
2020-03-27,4.5,4.7,4.9,4.45,141644370.0,601179
2020-03-30,4.58,5.17,5.17,4.52,181664160.0,601179
2020-03-31,5.29,5.1,5.39,4.96,195908924.0,601179
2020-04-01,4.99,4.8,5.17,4.76,146166969.0,601179
2020-04-02,4.73,5.28,5.28,4.68,178754886.0,601179
2020-04-03,5.19,5.08,5.24,5.01,145006595.0,601179
2020-04-07,5.23,5.53,5.59,5.1,238748766.0,601179
2020-04-08,5.39,5.43,5.49,5.27,163967641.0,601179
2020-04-09,5.5,5.97,5.97,5.39,174237563.0,601179
2020-04-10,5.95,5.78,6.45,5.75,261890135.0,601179
2020-04-13,5.61,5.96,6.05,5.44,165487349.0,601179
2020-04-14,5.85,6.2,6.42,5.81,188963573.0,601179
2020-04-15,6.21,6.7,6.82,6.1,284928192.0,601179
2020-04-16,6.52,7.37,7.37,6.5,169927014.0,601179
2020-04-17,7.89,7.52,8.11,7.2,371758134.0,601179
2020-04-20,7.45,7.33,7.66,7.17,277213060.0,601179
2020-04-21,7.28,7.3,7.98,6.66,420332932.0,601179
2020-04-22,6.8,6.96,7.27,6.8,289460722.0,601179
2020-04-23,6.83,6.63,6.93,6.56,240713933.0,601179
2020-04-24,6.52,6.63,6.9,6.48,191722538.0,601179
2020-04-27,6.57,6.54,6.92,6.53,164251260.0,601179
2020-04-28,6.4,6.0,6.44,5.9,214034142.0,601179
2020-04-29,5.8,5.69,6.09,5.65,168773336.0,601179
2020-04-30,5.72,5.92,6.08,5.65,171721288.0,601179
2020-05-06,5.78,6.1,6.29,5.73,153387646.0,601179
2020-05-07,6.1,6.04,6.16,5.95,124899933.0,601179
2020-05-08,6.08,6.17,6.35,6.01,189376660.0,601179
