date,open,close,high,low,volume,code
2020-09-21,250.0,205.0,255.33,202.0,13514515.0,688536
2020-09-22,213.0,233.01,244.0,208.01,8483648.0,688536
2020-09-23,233.99,261.64,262.49,232.33,4851255.0,688536
2020-09-24,260.0,264.0,278.0,255.8,2996366.0,688536
2020-09-25,268.98,264.45,275.0,250.12,3011234.0,688536
2020-09-28,269.0,259.99,270.8,255.0,2378335.0,688536
2020-09-29,260.93,246.0,261.0,242.6,3036100.0,688536
2020-09-30,245.9,254.0,262.5,241.0,2128048.0,688536
2020-10-09,259.9,248.0,259.94,244.0,1892691.0,688536
2020-10-12,247.98,297.6,297.6,247.98,2523998.0,688536
2020-10-13,311.0,309.0,323.5,299.03,3186759.0,688536
2020-10-14,303.08,301.03,307.39,294.91,1766448.0,688536
2020-10-15,298.0,291.01,322.58,290.0,1852618.0,688536
2020-10-16,293.27,291.87,299.97,283.75,970158.0,688536
2020-10-19,288.03,293.08,302.3,288.03,725412.0,688536
2020-10-20,293.0,309.2,317.0,285.0,1267057.0,688536
2020-10-21,306.2,303.75,316.0,303.21,752230.0,688536
2020-10-22,301.81,294.0,305.79,285.4,1175291.0,688536
2020-10-23,293.0,261.05,296.5,255.3,1509958.0,688536
2020-10-26,253.71,262.68,267.76,245.81,848414.0,688536
2020-10-27,261.23,269.89,272.58,258.03,658968.0,688536
2020-10-28,269.04,270.39,274.85,261.0,555153.0,688536
2020-10-29,270.45,283.5,289.77,268.03,1022084.0,688536
2020-10-30,283.5,294.59,303.5,280.12,1008158.0,688536
2020-11-02,298.9,314.97,319.88,293.2,923337.0,688536
2020-11-03,318.0,323.0,332.0,315.21,960322.0,688536
2020-11-04,322.0,315.77,339.0,312.12,1185757.0,688536
2020-11-05,327.58,346.88,347.0,321.95,1364316.0,688536
2020-11-06,343.5,347.0,356.8,338.8,947456.0,688536
2020-11-09,355.38,349.99,383.32,343.95,2182990.0,688536
2020-11-10,344.88,337.1,347.88,325.3,1383461.0,688536
2020-11-11,335.8,323.89,345.98,323.23,1121889.0,688536
2020-11-12,327.24,314.04,333.04,308.56,1174000.0,688536
2020-11-13,316.33,327.89,332.9,312.24,862212.0,688536
2020-11-16,328.46,315.9,337.0,311.21,1287169.0,688536
2020-11-17,315.78,332.09,332.8,307.66,1390671.0,688536
2020-11-18,330.0,318.76,333.0,318.1,908861.0,688536
2020-11-19,320.0,322.58,329.99,313.35,738683.0,688536
2020-11-20,320.0,327.92,331.0,317.08,638794.0,688536
2020-11-23,325.54,328.1,330.78,321.0,655311.0,688536
2020-11-24,338.31,381.31,392.0,337.0,1778781.0,688536
2020-11-25,377.64,383.0,392.88,371.11,998548.0,688536
2020-11-26,381.5,374.63,399.23,366.68,972928.0,688536
2020-11-27,377.73,411.9,416.0,375.0,1473786.0,688536
2020-11-30,408.0,389.0,411.0,388.01,895724.0,688536
2020-12-01,389.0,413.6,415.99,389.0,741280.0,688536
2020-12-02,412.83,402.9,416.0,401.07,504940.0,688536
2020-12-03,400.0,377.97,408.95,373.57,1012351.0,688536
2020-12-04,377.49,376.24,384.43,372.51,570647.0,688536
2020-12-07,380.08,388.7,392.99,375.0,819282.0,688536
2020-12-08,385.67,410.99,412.43,378.0,775664.0,688536
2020-12-09,415.8,396.04,415.8,395.1,446928.0,688536
2020-12-10,394.4,413.0,430.0,390.03,813964.0,688536
2020-12-11,413.0,427.1,444.68,410.12,917512.0,688536
2020-12-14,428.2,444.98,445.0,426.15,638503.0,688536
2020-12-15,443.5,424.04,450.01,416.8,885136.0,688536
2020-12-16,424.0,444.3,448.78,417.88,557457.0,688536
2020-12-17,446.0,442.78,453.18,428.0,531480.0,688536
2020-12-18,449.47,428.0,451.96,425.73,611630.0,688536
2020-12-21,410.02,424.4,434.0,409.02,780383.0,688536
2020-12-22,420.0,432.03,443.77,412.0,723745.0,688536
2020-12-23,432.0,429.88,439.88,418.0,611356.0,688536
2020-12-24,424.49,400.0,433.83,397.0,807237.0,688536
2020-12-25,400.0,381.8,400.0,376.0,998508.0,688536
2020-12-28,377.89,394.98,396.08,375.68,999865.0,688536
2020-12-29,393.0,397.02,404.29,381.98,586875.0,688536
2020-12-30,393.63,405.0,419.88,391.0,624867.0,688536
2020-12-31,415.59,432.0,444.44,406.15,783017.0,688536
2021-01-04,438.0,401.02,438.0,380.23,2433406.0,688536
2021-01-05,395.0,419.0,420.0,391.86,1040513.0,688536
