date,open,close,high,low,volume,code
2020-01-02,1900.28,1933.28,1945.28,1899.28,13991006.0,00700
2020-01-03,1961.28,1936.28,1971.28,1927.28,15313106.0,00700
2020-01-06,1921.28,1908.28,1921.28,1898.28,12123194.0,00700
2020-01-07,1925.28,1949.28,1960.28,1921.28,17686346.0,00700
2020-01-08,1933.28,1931.28,1950.28,1917.28,15529153.0,00700
2020-01-09,1971.28,1971.28,1971.28,1956.28,15946820.0,00700
2020-01-10,1995.28,2014.28,2017.28,1981.28,25292041.0,00700
2020-01-13,2021.28,2053.28,2053.28,2008.28,27570261.0,00700
2020-01-14,2071.28,2023.28,2086.28,2004.28,26827634.0,00700
2020-01-15,2007.28,2015.28,2036.28,2002.28,15938138.0,00700
2020-01-16,2016.28,2021.28,2036.28,2003.28,13770626.0,00700
2020-01-17,2021.28,2016.28,2024.28,2001.28,13670846.0,00700
2020-01-20,2046.28,2001.28,2046.28,2001.28,13282412.0,00700
2020-01-21,1996.28,1948.28,1996.28,1938.28,24173392.0,00700
2020-01-22,1958.28,1976.28,1985.28,1934.28,18682305.0,00700
2020-01-23,1969.28,1949.28,1970.28,1916.28,18621253.0,00700
2020-01-24,1956.28,1950.28,1964.28,1938.28,8050690.0,00700
2020-01-29,1942.28,1937.28,1969.28,1926.28,31761022.0,00700
2020-01-30,1951.28,1896.28,1966.28,1872.28,24946774.0,00700
2020-01-31,1922.28,1886.28,1945.28,1878.28,20299052.0,00700
2020-02-03,1911.28,1921.28,1937.28,1869.28,28678448.0,00700
2020-02-04,1971.28,1986.28,1989.28,1945.28,28433595.0,00700
2020-02-05,2021.28,1982.28,2021.28,1958.28,22398578.0,00700
2020-02-06,2011.28,2021.28,2021.28,1982.28,17792132.0,00700
2020-02-07,2017.28,2033.28,2033.28,1994.28,14896702.0,00700
2020-02-10,1999.28,2024.28,2026.28,1996.28,16463493.0,00700
2020-02-11,2046.28,2066.28,2076.28,2039.28,23184178.0,00700
2020-02-12,2071.28,2076.28,2089.28,2062.28,17702662.0,00700
2020-02-13,2101.28,2103.28,2104.28,2087.28,17862969.0,00700
2020-02-14,2096.28,2096.28,2121.28,2088.28,13887305.0,00700
2020-02-17,2074.28,2104.28,2120.28,2072.28,10679538.0,00700
2020-02-18,2086.28,2062.28,2093.28,2058.28,13033177.0,00700
2020-02-19,2071.28,2078.28,2094.28,2064.28,12501005.0,00700
2020-02-20,2101.28,2071.28,2101.28,2049.28,16582652.0,00700
2020-02-21,2051.28,2026.28,2063.28,2021.28,17446042.0,00700
2020-02-24,1987.28,1973.28,2000.28,1971.28,23182425.0,00700
2020-02-25,1975.28,2029.28,2035.28,1973.28,24081019.0,00700
2020-02-26,2009.28,2019.28,2040.28,1999.28,18326061.0,00700
2020-02-27,2016.28,2017.28,2029.28,1993.28,19178474.0,00700
2020-02-28,1978.28,1951.28,1980.28,1943.28,31915446.0,00700
2020-03-02,1944.28,1969.28,1994.28,1944.28,23089586.0,00700
2020-03-03,1986.28,1991.28,2015.28,1986.28,21808968.0,00700
2020-03-04,2001.28,1991.28,2001.28,1975.28,19557990.0,00700
2020-03-05,2011.28,2052.28,2055.28,1991.28,27046138.0,00700
2020-03-06,2011.28,2000.28,2022.28,1996.28,30386573.0,00700
2020-03-09,1921.28,1908.28,1946.28,1889.28,36123868.0,00700
2020-03-10,1931.28,1936.28,1968.28,1901.28,31903957.0,00700
2020-03-11,1936.28,1913.28,1944.28,1906.28,20448218.0,00700
2020-03-12,1861.28,1839.28,1868.28,1830.28,38041810.0,00700
2020-03-13,1701.28,1846.28,1861.28,1701.28,57393066.0,00700
2020-03-16,1801.28,1730.28,1810.28,1706.28,49707672.0,00700
2020-03-17,1730.28,1770.28,1795.28,1711.28,42149378.0,00700
2020-03-18,1736.28,1691.28,1797.28,1671.28,44397013.0,00700
2020-03-19,1736.28,1736.28,1774.28,1647.28,59750190.0,00700
2020-03-20,1796.28,1819.28,1843.28,1767.28,52299073.0,00700
2020-03-23,1722.28,1761.28,1818.28,1722.28,38694210.0,00700
2020-03-24,1826.28,1847.28,1860.28,1811.28,36613469.0,00700
2020-03-25,1896.28,1921.28,1929.28,1888.28,36226858.0,00700
2020-03-26,1951.28,1930.28,1951.28,1901.28,29318892.0,00700
2020-03-27,1971.28,1933.28,1971.28,1930.28,28738698.0,00700
2020-03-30,1880.28,1904.28,1921.28,1879.28,21838731.0,00700
2020-03-31,1947.28,1922.28,1951.28,1875.28,22201304.0,00700
2020-04-01,1939.28,1893.28,1939.28,1883.28,23621274.0,00700
2020-04-02,1871.28,1920.28,1920.28,1869.28,12125930.0,00700
2020-04-03,1881.28,1903.28,1903.28,1881.28,14274200.0,00700
2020-04-06,1921.28,1928.28,1941.28,1904.28,13869052.0,00700
2020-04-07,1959.28,1959.28,1959.28,1931.28,18917053.0,00700
2020-04-08,1960.28,1946.28,1960.28,1934.28,15181347.0,00700
2020-04-09,1971.28,1978.28,1978.28,1954.28,15695986.0,00700
2020-04-14,2001.28,1996.28,2009.28,1983.28,26198961.0,00700
2020-04-15,2024.28,1996.28,2024.28,1996.28,20507375.0,00700
2020-04-16,2016.28,2055.28,2055.28,1996.28,28850995.0,00700
2020-04-17,2106.28,2069.28,2119.28,2052.28,29626871.0,00700
2020-04-20,2069.28,2064.28,2076.28,2054.28,15337344.0,00700
2020-04-21,2073.28,2024.28,2073.28,2004.28,20825176.0,00700
2020-04-22,2006.28,2068.28,2070.28,2001.28,17154222.0,00700
2020-04-23,2071.28,2079.28,2096.28,2058.28,17807176.0,00700
2020-04-24,2046.28,2053.28,2073.28,2043.28,12501504.0,00700
2020-04-27,2085.28,2086.28,2096.28,2072.28,15666254.0,00700
2020-04-28,2096.28,2107.28,2107.28,2083.28,13114086.0,00700
2020-04-29,2111.28,2106.28,2116.28,2089.28,13274008.0,00700
2020-05-04,2065.28,2021.28,2065.28,2021.28,24638326.0,00700
2020-05-05,2027.28,2051.28,2059.28,2024.28,12583081.0,00700
2020-05-06,2054.28,2071.28,2082.28,2050.28,19797850.0,00700
2020-05-07,2079.28,2057.28,2079.28,2057.28,12298259.0,00700
2020-05-08,2084.28,2112.28,2112.28,2079.28,22019272.0,00700
2020-05-11,2146.28,2196.28,2196.28,2139.28,33457407.0,00700
2020-05-12,2162.28,2176.28,2195.28,2150.28,22037699.0,00700
2020-05-13,2162.28,2169.28,2212.28,2152.28,24275797.0,00700
2020-05-14,2241.28,2174.28,2256.28,2154.28,32929988.0,00700
2020-05-15,2177.28,2133.28,2205.28,2127.28,24590944.0,00700
2020-05-18,2122.28,2142.28,2154.28,2111.28,20585062.0,00700
2020-05-19,2178.28,2177.28,2192.28,2155.28,19839689.0,00700
2020-05-20,2200.28,2227.28,2227.28,2187.28,21245444.0,00700
2020-05-21,2209.28,2194.28,2216.28,2184.28,18779513.0,00700
2020-05-22,2162.28,2089.28,2162.28,2077.28,37869791.0,00700
2020-05-25,2077.28,2110.28,2115.28,2057.28,19950427.0,00700
2020-05-26,2139.28,2154.28,2169.28,2123.28,15998175.0,00700
2020-05-27,2143.28,2127.28,2143.28,2098.28,20832345.0,00700
2020-05-28,2132.28,2068.28,2132.28,2048.28,28940426.0,00700
2020-05-29,2056.28,2079.28,2094.28,2047.28,29277964.0,00700
2020-06-01,2124.28,2172.28,2176.28,2123.28,22992560.0,00700
2020-06-02,2207.28,2179.28,2207.28,2173.28,17846183.0,00700
2020-06-03,2207.28,2190.28,2214.28,2158.28,20029115.0,00700
2020-06-04,2202.28,2202.28,2202.28,2170.28,18474128.0,00700
2020-06-05,2197.28,2198.28,2198.28,2160.28,26529493.0,00700
2020-06-08,2202.28,2177.28,2206.28,2162.28,19719614.0,00700
2020-06-09,2187.28,2196.28,2202.28,2168.28,18496805.0,00700
2020-06-10,2212.28,2258.28,2264.28,2206.28,33941613.0,00700
2020-06-11,2281.28,2239.28,2304.28,2237.28,26926939.0,00700
2020-06-12,2200.28,2232.28,2249.28,2192.28,17460548.0,00700
2020-06-15,2202.28,2195.28,2249.28,2188.28,16009645.0,00700
2020-06-16,2274.28,2271.28,2291.28,2254.28,22450726.0,00700
2020-06-17,2286.28,2280.28,2295.28,2252.28,14077793.0,00700
2020-06-18,2289.28,2317.28,2317.28,2253.28,18627367.0,00700
2020-06-19,2317.28,2329.28,2355.28,2309.28,25331845.0,00700
2020-06-22,2327.28,2398.28,2400.28,2323.28,25963341.0,00700
2020-06-23,2427.28,2514.28,2520.28,2403.28,31328313.0,00700
2020-06-24,2537.28,2481.28,2552.28,2481.28,23063468.0,00700
2020-06-26,2459.28,2452.28,2492.28,2445.28,17878260.0,00700
2020-06-29,2432.28,2457.28,2496.28,2432.28,22078976.0,00700
2020-06-30,2468.28,2520.28,2527.28,2468.28,22144458.0,00700
2020-07-02,2542.28,2619.78,2622.28,2542.28,31784539.0,00700
2020-07-03,2627.28,2649.78,2672.28,2584.78,21000756.0,00700
2020-07-06,2647.28,2627.28,2672.28,2607.28,23259692.0,00700
2020-07-07,2622.28,2607.28,2682.28,2587.28,25223637.0,00700
2020-07-08,2604.78,2742.28,2759.78,2604.78,27611987.0,00700
2020-07-09,2752.28,2842.28,2847.28,2747.28,26065868.0,00700
2020-07-10,2772.28,2759.78,2837.28,2757.28,23459574.0,00700
2020-07-13,2729.78,2732.28,2807.28,2727.28,20035936.0,00700
2020-07-14,2672.28,2652.28,2704.78,2614.78,25841762.0,00700
2020-07-15,2719.78,2742.28,2742.28,2679.78,22169178.0,00700
2020-07-16,2722.28,2592.28,2737.28,2582.28,27047086.0,00700
2020-07-17,2622.28,2632.28,2677.28,2612.28,17564370.0,00700
2020-07-20,2632.28,2639.78,2664.78,2592.28,12986886.0,00700
2020-07-21,2769.78,2847.28,2847.28,2747.28,29100071.0,00700
2020-07-22,2792.28,2722.28,2842.28,2714.78,20931057.0,00700
2020-07-23,2757.28,2812.28,2814.78,2742.28,19087975.0,00700
2020-07-24,2737.28,2667.28,2762.28,2652.28,28135030.0,00700
2020-07-27,2677.28,2627.28,2717.28,2602.28,18687366.0,00700
2020-07-28,2702.28,2744.78,2749.78,2672.28,21534552.0,00700
2020-07-29,2709.78,2734.78,2739.78,2692.28,12483240.0,00700
2020-07-30,2762.28,2702.28,2774.78,2687.28,13702876.0,00700
2020-07-31,2727.28,2697.28,2777.28,2697.28,15632568.0,00700
2020-08-03,2707.28,2722.28,2734.78,2667.28,18075999.0,00700
2020-08-04,2757.28,2777.28,2809.78,2727.28,20181191.0,00700
2020-08-05,2814.78,2832.28,2832.28,2782.28,15884977.0,00700
2020-08-06,2829.78,2804.78,2847.28,2744.78,20568693.0,00700
2020-08-07,2822.28,2664.78,2822.28,2524.28,62117088.0,00700
2020-08-10,2577.28,2537.28,2617.28,2532.28,48583880.0,00700
2020-08-11,2582.28,2594.78,2657.28,2577.28,25498516.0,00700
2020-08-12,2587.28,2629.78,2642.28,2547.28,18944953.0,00700
2020-08-13,2667.28,2577.28,2682.28,2577.28,27254634.0,00700
2020-08-14,2539.78,2559.78,2597.28,2534.78,17991410.0,00700
2020-08-17,2569.78,2549.78,2602.28,2537.28,14790866.0,00700
2020-08-18,2602.28,2587.28,2609.78,2572.28,13387278.0,00700
2020-08-19,2607.28,2557.28,2627.28,2557.28,11096267.0,00700
2020-08-20,2567.28,2567.28,2572.28,2537.28,14375595.0,00700
2020-08-21,2609.78,2617.28,2649.78,2587.28,18245052.0,00700
2020-08-24,2714.78,2767.28,2767.28,2702.28,27410112.0,00700
2020-08-25,2767.28,2749.78,2772.28,2712.28,18013351.0,00700
2020-08-26,2794.78,2784.78,2802.28,2757.28,15633424.0,00700
2020-08-27,2797.28,2817.28,2827.28,2762.28,17032210.0,00700
2020-08-28,2797.28,2729.78,2817.28,2729.78,22537720.0,00700
2020-08-31,2799.78,2679.78,2799.78,2679.78,21605432.0,00700
2020-09-01,2714.78,2722.28,2762.28,2682.28,19767347.0,00700
2020-09-02,2802.28,2752.28,2802.28,2744.78,14565280.0,00700
2020-09-03,2757.28,2697.28,2769.78,2692.28,17078694.0,00700
2020-09-04,2612.28,2617.28,2649.78,2592.28,33072898.0,00700
2020-09-07,2607.28,2582.28,2649.78,2577.28,18039821.0,00700
2020-09-08,2612.28,2569.78,2627.28,2537.28,18517667.0,00700
2020-09-09,2537.28,2547.28,2569.78,2534.78,17759577.0,00700
