date,open,close,high,low,volume,code
2020-01-02,1.46,1.43,1.46,1.42,400000.0,01361
2020-01-03,1.42,1.39,1.45,1.39,1512000.0,01361
2020-01-06,1.39,1.38,1.41,1.37,921000.0,01361
2020-01-07,1.38,1.38,1.43,1.38,861000.0,01361
2020-01-08,1.37,1.38,1.4,1.36,642000.0,01361
2020-01-09,1.39,1.42,1.43,1.37,1086000.0,01361
2020-01-10,1.41,1.4,1.44,1.4,270000.0,01361
2020-01-13,1.41,1.41,1.44,1.4,627000.0,01361
2020-01-14,1.4,1.39,1.41,1.39,520000.0,01361
2020-01-15,1.39,1.4,1.45,1.39,544000.0,01361
2020-01-16,1.39,1.39,1.42,1.39,682000.0,01361
2020-01-17,1.4,1.37,1.41,1.37,695000.0,01361
2020-01-20,1.39,1.44,1.44,1.39,925000.0,01361
2020-01-21,1.44,1.42,1.44,1.39,1207000.0,01361
2020-01-22,1.37,1.41,1.43,1.37,701800.0,01361
2020-01-23,1.38,1.35,1.39,1.33,794000.0,01361
2020-01-24,1.35,1.39,1.4,1.33,894000.0,01361
2020-01-29,1.3,1.3,1.34,1.28,1153000.0,01361
2020-01-30,1.29,1.23,1.3,1.23,796000.0,01361
2020-01-31,1.27,1.23,1.28,1.23,996832.0,01361
2020-02-03,1.22,1.21,1.24,1.17,1728534.0,01361
2020-02-04,1.21,1.21,1.24,1.18,867647.0,01361
2020-02-05,1.22,1.22,1.25,1.21,931000.0,01361
2020-02-06,1.24,1.27,1.28,1.23,466000.0,01361
2020-02-07,1.23,1.24,1.27,1.2,892000.0,01361
2020-02-10,1.22,1.2,1.22,1.2,362000.0,01361
2020-02-11,1.24,1.26,1.28,1.2,1410000.0,01361
2020-02-12,1.27,1.37,1.37,1.27,1672000.0,01361
2020-02-13,1.38,1.38,1.42,1.38,2172000.0,01361
2020-02-14,1.39,1.42,1.45,1.39,1691000.0,01361
2020-02-17,1.44,1.46,1.48,1.43,620000.0,01361
2020-02-18,1.41,1.47,1.47,1.41,680000.0,01361
2020-02-19,1.49,1.44,1.49,1.43,351000.0,01361
2020-02-20,1.48,1.44,1.48,1.42,718000.0,01361
2020-02-21,1.43,1.43,1.46,1.42,699000.0,01361
2020-02-24,1.44,1.4,1.45,1.4,821554.0,01361
2020-02-25,1.4,1.42,1.43,1.39,585000.0,01361
2020-02-26,1.43,1.4,1.43,1.38,758000.0,01361
2020-02-27,1.4,1.4,1.41,1.35,708446.0,01361
2020-02-28,1.35,1.4,1.42,1.34,3993800.0,01361
2020-03-02,1.4,1.4,1.42,1.38,512000.0,01361
2020-03-03,1.39,1.4,1.42,1.38,636000.0,01361
2020-03-04,1.37,1.44,1.44,1.37,881000.0,01361
2020-03-05,1.43,1.44,1.45,1.38,1090642.0,01361
2020-03-06,1.44,1.43,1.45,1.38,1151000.0,01361
2020-03-09,1.39,1.37,1.41,1.33,942000.0,01361
2020-03-10,1.35,1.35,1.41,1.32,1359118.0,01361
2020-03-11,1.33,1.3,1.35,1.3,1964144.0,01361
2020-03-12,1.3,1.28,1.32,1.26,1788651.0,01361
2020-03-13,1.25,1.24,1.32,1.23,3855000.0,01361
2020-03-16,1.24,1.29,1.31,1.24,1471000.0,01361
2020-03-17,1.29,1.29,1.29,1.29,0.0,01361
2020-03-18,1.26,1.19,1.26,1.14,1255000.0,01361
2020-03-19,1.13,1.09,1.2,1.01,4489460.0,01361
2020-03-20,1.14,1.22,1.22,1.14,4722000.0,01361
2020-03-23,1.24,1.2,1.24,1.16,3487820.0,01361
2020-03-24,1.24,1.2,1.28,1.18,1171000.0,01361
2020-03-25,1.21,1.25,1.28,1.21,1594000.0,01361
2020-03-26,1.2,1.26,1.27,1.17,791000.0,01361
2020-03-27,1.25,1.27,1.29,1.23,1180000.0,01361
2020-03-30,1.23,1.26,1.28,1.2,1474580.0,01361
2020-03-31,1.25,1.27,1.27,1.19,2965000.0,01361
2020-04-01,1.22,1.18,1.24,1.18,1786000.0,01361
2020-04-02,1.17,1.26,1.26,1.14,2252000.0,01361
2020-04-03,1.24,1.23,1.26,1.21,1072000.0,01361
2020-04-06,1.23,1.19,1.26,1.16,3761000.0,01361
2020-04-07,1.21,1.24,1.25,1.19,3129000.0,01361
2020-04-08,1.2,1.2,1.24,1.19,4228000.0,01361
2020-04-09,1.23,1.23,1.24,1.2,1191030.0,01361
2020-04-14,1.24,1.2,1.25,1.18,2439133.0,01361
2020-04-15,1.22,1.2,1.23,1.2,578000.0,01361
2020-04-16,1.2,1.19,1.2,1.18,704000.0,01361
2020-04-17,1.23,1.19,1.23,1.18,1280703.0,01361
2020-04-20,1.2,1.17,1.2,1.17,765473.0,01361
2020-04-21,1.18,1.16,1.19,1.15,1108000.0,01361
2020-04-22,1.17,1.16,1.18,1.15,269100.0,01361
2020-04-23,1.16,1.16,1.18,1.14,973000.0,01361
2020-04-24,1.14,1.16,1.18,1.14,1125000.0,01361
2020-04-27,1.16,1.14,1.16,1.14,582000.0,01361
2020-04-28,1.15,1.14,1.17,1.12,1624414.0,01361
2020-04-29,1.17,1.17,1.18,1.16,780000.0,01361
2020-05-04,1.1548,1.1447,1.1852,1.1244,686000.0,01361
