date,open,close,high,low,volume,code
2020-01-02,4.55,4.69,4.71,4.51,36667797.0,600105
2020-01-03,4.71,4.72,4.83,4.65,33983800.0,600105
2020-01-06,4.55,4.7,4.77,4.5,33671064.0,600105
2020-01-07,4.71,4.72,4.73,4.63,24957648.0,600105
2020-01-08,4.54,4.54,4.54,4.54,27138287.0,600105
2020-01-09,4.61,4.92,4.99,4.58,70720930.0,600105
2020-01-10,4.95,4.84,4.96,4.77,46384870.0,600105
2020-01-13,4.88,4.88,4.88,4.88,29490646.0,600105
2020-01-14,4.8,4.8,4.8,4.8,24879330.0,600105
2020-01-15,4.81,4.94,4.94,4.72,31506573.0,600105
2020-01-16,4.93,4.83,5.0,4.77,30181103.0,600105
2020-01-17,4.82,4.62,4.83,4.61,23730013.0,600105
2020-01-20,4.43,4.5,4.55,4.39,26604430.0,600105
2020-01-21,4.48,4.31,4.52,4.31,24208872.0,600105
2020-01-22,4.26,4.35,4.4,4.21,17371222.0,600105
2020-01-23,4.33,4.16,4.33,4.04,20318130.0,600105
2020-02-03,3.74,3.74,3.74,3.74,3892500.0,600105
2020-02-04,3.37,3.56,3.64,3.37,35908285.0,600105
2020-02-05,3.59,3.74,3.8,3.57,29795823.0,600105
2020-02-06,3.74,3.82,3.87,3.66,21384266.0,600105
2020-02-07,3.82,3.88,3.89,3.75,22870601.0,600105
2020-02-10,3.84,3.91,3.99,3.83,18402829.0,600105
2020-02-11,3.91,3.87,3.93,3.82,14241416.0,600105
2020-02-12,3.89,3.97,3.98,3.84,17852954.0,600105
2020-02-13,3.95,3.89,4.06,3.89,17836085.0,600105
2020-02-14,3.91,3.87,3.94,3.83,14285318.0,600105
2020-02-17,3.87,4.07,4.08,3.85,24284153.0,600105
2020-02-18,4.09,4.2,4.21,4.06,22587867.0,600105
2020-02-19,4.22,4.15,4.25,4.14,15786442.0,600105
2020-02-20,4.15,4.22,4.22,4.09,18893292.0,600105
2020-02-21,4.61,4.64,4.64,4.61,16781465.0,600105
2020-02-24,4.99,5.1,5.1,4.89,37193646.0,600105
2020-02-25,5.61,5.61,5.61,5.61,48970196.0,600105
2020-02-26,6.1,5.17,6.1,5.09,222742875.0,600105
2020-02-27,4.91,4.73,5.06,4.67,121073122.0,600105
2020-02-28,4.41,4.4,4.55,4.39,72755297.0,600105
2020-03-02,4.48,4.84,4.84,4.46,75236916.0,600105
2020-03-03,5.01,4.84,5.24,4.76,103954945.0,600105
2020-03-04,4.77,4.95,5.05,4.7,57356249.0,600105
2020-03-05,5.17,5.11,5.44,5.06,92162163.0,600105
2020-03-06,4.99,5.08,5.14,4.9,55249241.0,600105
2020-03-09,4.96,5.11,5.37,4.9,77754625.0,600105
2020-03-10,5.0,5.36,5.37,4.68,98505795.0,600105
2020-03-11,5.39,5.14,5.58,5.14,86408472.0,600105
2020-03-12,4.98,5.17,5.18,4.93,49788504.0,600105
2020-03-13,4.88,5.37,5.5,4.84,95816003.0,600105
2020-03-16,5.37,4.99,5.47,4.97,81006081.0,600105
2020-03-17,4.95,5.06,5.19,4.7,59378542.0,600105
2020-03-18,5.09,4.77,5.11,4.76,56511860.0,600105
2020-03-19,4.71,4.89,4.97,4.63,44559835.0,600105
2020-03-20,4.97,4.86,4.98,4.76,32085071.0,600105
2020-03-23,4.63,4.93,5.1,4.63,61749375.0,600105
2020-03-24,5.02,5.07,5.07,4.78,50191602.0,600105
2020-03-25,5.19,5.16,5.32,5.07,61120365.0,600105
2020-03-26,5.1,4.94,5.15,4.9,42121437.0,600105
2020-03-27,5.0,4.89,5.04,4.88,24519941.0,600105
2020-03-30,4.77,4.73,4.85,4.68,24667627.0,600105
2020-03-31,4.79,4.57,4.81,4.55,24125099.0,600105
2020-04-01,4.56,4.49,4.68,4.47,23047992.0,600105
2020-04-02,4.53,4.67,4.67,4.48,23065771.0,600105
2020-04-03,4.64,4.52,4.64,4.49,19609809.0,600105
2020-04-07,4.63,4.64,4.67,4.59,20000300.0,600105
2020-04-08,4.63,4.71,4.76,4.59,24848196.0,600105
2020-04-09,4.73,4.74,4.8,4.71,21840426.0,600105
2020-04-10,4.78,4.55,4.78,4.5,23518571.0,600105
2020-04-13,4.48,4.41,4.49,4.4,14470263.0,600105
2020-04-14,4.46,4.49,4.5,4.44,10996692.0,600105
2020-04-15,4.49,4.43,4.5,4.41,11806630.0,600105
2020-04-16,4.38,4.48,4.49,4.34,13880903.0,600105
2020-04-17,4.49,4.6,4.69,4.45,29190848.0,600105
2020-04-20,4.7,4.67,4.76,4.59,19717693.0,600105
2020-04-21,4.59,4.56,4.64,4.5,15713490.0,600105
2020-04-22,4.5,4.57,4.57,4.48,12424796.0,600105
2020-04-23,4.57,4.65,4.66,4.5,22830269.0,600105
2020-04-24,4.71,4.46,4.72,4.46,20199748.0,600105
2020-04-27,4.44,4.31,4.49,4.3,15278362.0,600105
2020-04-28,4.33,4.09,4.33,3.9,18292786.0,600105
2020-04-29,4.07,4.09,4.14,4.07,9052485.0,600105
2020-04-30,3.9,4.1,4.14,3.89,25140968.0,600105
2020-05-06,4.11,4.2,4.22,4.08,16246753.0,600105
2020-05-07,4.32,4.24,4.4,4.22,23521680.0,600105
2020-05-08,4.33,4.26,4.33,4.22,12766093.0,600105
2020-05-11,4.3,4.33,4.42,4.27,14440500.0,600105
2020-05-12,4.29,4.24,4.3,4.18,10815473.0,600105
2020-05-13,4.22,4.2,4.25,4.18,7904847.0,600105
2020-05-14,4.2,4.11,4.2,4.11,10447729.0,600105
2020-05-15,4.13,4.12,4.15,4.1,7086638.0,600105
2020-05-18,4.2,4.2,4.35,4.18,16463065.0,600105
2020-05-19,4.18,4.13,4.23,4.11,13036340.0,600105
2020-05-20,4.1,4.04,4.12,4.02,12617696.0,600105
2020-05-21,4.0,4.01,4.09,4.0,6734443.0,600105
2020-05-22,3.99,3.98,4.04,3.94,9099967.0,600105
2020-05-25,3.99,3.95,3.99,3.92,5277956.0,600105
2020-05-26,3.97,4.03,4.04,3.95,8338094.0,600105
2020-05-27,4.03,4.01,4.04,3.95,6180682.0,600105
2020-05-28,4.01,3.96,4.02,3.92,6383138.0,600105
2020-05-29,3.95,3.98,4.0,3.92,5868977.0,600105
2020-06-01,3.98,4.1,4.11,3.97,13658026.0,600105
2020-06-02,4.1,4.14,4.15,4.08,11807948.0,600105
2020-06-03,4.13,4.08,4.13,4.07,10050331.0,600105
2020-06-04,4.1,4.04,4.1,4.01,8191740.0,600105
2020-06-05,4.03,4.05,4.09,4.01,6798947.0,600105
2020-06-08,4.12,4.15,4.16,4.09,14387445.0,600105
2020-06-09,4.15,4.13,4.17,4.1,11527529.0,600105
2020-06-10,4.1,4.33,4.46,4.08,26772924.0,600105
2020-06-11,4.3,4.31,4.42,4.26,22942602.0,600105
2020-06-12,4.22,4.24,4.28,4.19,10367970.0,600105
2020-06-15,4.22,4.16,4.28,4.15,9436609.0,600105
2020-06-16,4.18,4.28,4.31,4.17,12468544.0,600105
2020-06-17,4.28,4.24,4.31,4.21,9026975.0,600105
2020-06-18,4.23,4.27,4.31,4.21,9890438.0,600105
2020-06-19,4.28,4.28,4.31,4.23,8692093.0,600105
2020-06-22,4.39,4.28,4.41,4.28,14891508.0,600105
2020-06-23,4.26,4.18,4.27,4.18,10753673.0,600105
2020-06-24,4.18,4.2,4.23,4.17,6413141.0,600105
2020-06-29,4.19,4.08,4.19,4.06,9997352.0,600105
2020-06-30,4.14,4.22,4.24,4.12,11581955.0,600105
2020-07-01,4.24,4.21,4.24,4.16,8981667.0,600105
2020-07-02,4.25,4.55,4.59,4.21,52617339.0,600105
2020-07-03,4.57,4.76,4.76,4.53,45581168.0,600105
2020-07-06,4.82,5.08,5.11,4.73,71184757.0,600105
2020-07-07,5.13,5.06,5.29,4.98,80179425.0,600105
2020-07-08,5.02,4.95,5.09,4.88,63612024.0,600105
2020-07-09,5.1,4.99,5.1,4.91,45072725.0,600105
2020-07-10,4.95,5.01,5.07,4.85,43464344.0,600105
2020-07-13,5.01,5.1011,5.1517,4.9695,39205717.0,600105
2020-07-14,5.091,5.1821,5.2124,5.0606,47541061.0,600105
2020-07-15,5.1719,5.263,5.2833,5.0606,57125064.0,600105
2020-07-16,5.2124,4.8582,5.3035,4.7873,44740681.0,600105
2020-07-17,4.8481,4.8683,4.9594,4.7671,28534787.0,600105
2020-07-20,4.8987,5.0808,5.0808,4.8885,43286050.0,600105
2020-07-21,5.1213,5.1213,5.2124,5.0606,24085492.0,600105
2020-07-22,5.1213,5.1315,5.1821,5.0404,38258400.0,600105
2020-07-23,5.0606,5.1719,5.2428,4.9493,40543791.0,600105
2020-07-24,5.1416,5.1517,5.3035,5.1011,50346544.0,600105
2020-07-27,5.2023,5.2529,5.2732,5.01,47303135.0,600105
2020-07-28,5.2428,5.5869,5.6476,5.2124,107414130.0,600105
2020-07-29,5.4958,5.7995,5.8703,5.4958,107707558.0,600105
2020-07-30,5.8197,5.8905,5.9209,5.7185,89498616.0,600105
2020-07-31,5.8703,5.8703,6.0019,5.6982,55167001.0,600105
2020-08-03,5.8399,5.7185,5.8905,5.6173,80191130.0,600105
2020-08-04,5.7286,5.597,5.7286,5.5768,37062586.0,600105
2020-08-05,5.5869,5.6375,5.8602,5.5161,51742814.0,600105
2020-08-06,5.6375,5.7387,5.7691,5.5869,38568518.0,600105
2020-08-07,5.6982,5.7488,5.759,5.6476,27014002.0,600105
2020-08-10,5.7893,5.6578,5.8602,5.5869,43042703.0,600105
2020-08-11,5.6578,5.6375,5.8197,5.5262,40941159.0,600105
2020-08-12,5.5869,5.597,5.6072,5.4655,23585241.0,600105
2020-08-13,5.6173,5.6982,5.7286,5.5667,40128996.0,600105
2020-08-14,5.7185,5.759,5.7792,5.6679,31077678.0,600105
2020-08-17,5.7488,6.093,6.1233,5.7084,81523042.0,600105
2020-08-18,6.1537,6.5079,6.5484,6.093,75479095.0,600105
2020-08-19,6.4877,6.4067,6.599,6.3764,64675788.0,600105
2020-08-20,6.3764,6.2347,6.427,6.0727,57022065.0,600105
2020-08-21,6.1335,6.427,6.5282,6.1233,75240195.0,600105
2020-08-24,6.3966,6.4573,6.5889,6.2245,62121164.0,600105
2020-08-25,6.3966,6.3359,6.5282,6.2853,41094259.0,600105
2020-08-26,6.3156,6.1638,6.346,6.1132,29221984.0,600105
2020-08-27,6.1436,6.1739,6.1942,6.0727,25005416.0,600105
2020-08-28,6.093,6.2144,6.3055,5.9816,41392347.0,600105
2020-08-31,6.265,6.2245,6.5282,6.1031,31075710.0,600105
2020-09-01,6.1942,6.1335,6.2347,6.0626,18824546.0,600105
2020-09-02,6.1335,6.1942,6.3561,6.0626,25495346.0,600105
2020-09-03,6.1739,6.1537,6.1942,6.0828,10946358.0,600105
2020-09-04,6.0727,6.0019,6.1031,5.8804,30912583.0,600105
2020-09-07,6.0221,5.8602,6.0626,5.7792,22505003.0,600105
2020-09-08,5.9007,6.1942,6.2448,5.8703,40975960.0,600105
2020-09-09,6.1739,6.4168,6.5484,6.1436,75272668.0,600105
2020-09-10,6.4675,6.4371,6.7407,6.3764,83118456.0,600105
2020-09-11,6.427,6.265,6.427,6.1537,39130074.0,600105
2020-09-14,6.265,6.2448,6.3561,6.1537,34520610.0,600105
2020-09-15,6.2245,6.1841,6.2954,6.093,28065605.0,600105
2020-09-16,6.1739,6.0828,6.2144,6.0626,11618021.0,600105
